Deleting each line of seed to set location bias.......................Done

Generation: 0
FibonacciSearchProblemTest_1354 fit: 6.5742574
FibonacciSearchProblemTest_1351 fit: 1.0
FibonacciSearchProblemTest_1349 fit: 10100.602
FibonacciSearchProblemTest_1344 fit: 34900.0
FibonacciSearchProblemTest_1379 fit: 1.0
FibonacciSearchProblemTest_1362 fit: 34900.0
FibonacciSearchProblemTest_1365 fit: 34900.0
FibonacciSearchProblemTest_1366 fit: 34900.0
FibonacciSearchProblemTest_1370 fit: 34900.0
FibonacciSearchProblemTest_1371 fit: 34900.0
FibonacciSearchProblemTest_1376 fit: 34900.0
FibonacciSearchProblemTest_1396 fit: 1.0
FibonacciSearchProblemTest_1394 fit: 6.5742574
FibonacciSearchProblemTest_1392 fit: 10100.173
FibonacciSearchProblemTest_1389 fit: 0.9727723
FibonacciSearchProblemTest_1386 fit: 10101.139
FibonacciSearchProblemTest_1383 fit: 0.9653465
FibonacciSearchProblemTest_1382 fit: 1.0
FibonacciSearchProblemTest_1380 fit: 34900.0
FibonacciSearchProblemTest_1414 fit: 4600.426
FibonacciSearchProblemTest_1412 fit: 6500.4404
FibonacciSearchProblemTest_1408 fit: 0.9653465
FibonacciSearchProblemTest_1407 fit: 10100.173
FibonacciSearchProblemTest_1405 fit: 9800.966
FibonacciSearchProblemTest_1402 fit: 10100.779
FibonacciSearchProblemTest_1400 fit: 10100.46
FibonacciSearchProblemTest_1441 fit: 0.9653465
FibonacciSearchProblemTest_1439 fit: 1.0
FibonacciSearchProblemTest_1434 fit: 10100.072
FibonacciSearchProblemTest_1432 fit: 1.0
FibonacciSearchProblemTest_1426 fit: 4600.433
FibonacciSearchProblemTest_1422 fit: 10101.163
FibonacciSearchProblemTest_1420 fit: 10100.708
FibonacciSearchProblemTest_1417 fit: 10100.698
FibonacciSearchProblemTest_1462 fit: 10101.163
FibonacciSearchProblemTest_1459 fit: 0.9653465
FibonacciSearchProblemTest_1455 fit: 4600.4307
FibonacciSearchProblemTest_1453 fit: 10000.436
FibonacciSearchProblemTest_1452 fit: 1.2227722
FibonacciSearchProblemTest_1451 fit: 10000.436
FibonacciSearchProblemTest_1449 fit: 1.0
FibonacciSearchProblemTest_1447 fit: 10100.089
FibonacciSearchProblemTest_1445 fit: 3.3564355
FibonacciSearchProblemTest_1443 fit: 10100.381
FibonacciSearchProblemTest_1482 fit: 6500.4404
FibonacciSearchProblemTest_1480 fit: 3.4331684
FibonacciSearchProblemTest_1475 fit: 10100.542
FibonacciSearchProblemTest_1473 fit: 10100.178
FibonacciSearchProblemTest_1464 fit: 34900.0
FibonacciSearchProblemTest_1466 fit: 34900.0
FibonacciSearchProblemTest_1468 fit: 34900.0
FibonacciSearchProblemTest_1471 fit: 34900.0
FibonacciSearchProblemTest_1500 fit: 10100.052
FibonacciSearchProblemTest_1498 fit: 34900.0
Generation: 6
FibonacciSearchProblemTest_1520 fit: 10104.79
FibonacciSearchProblemTest_1534 fit: 4600.426
FibonacciSearchProblemTest_1532 fit: 9901.0
FibonacciSearchProblemTest_1530 fit: 10000.436
FibonacciSearchProblemTest_1529 fit: 4600.433
FibonacciSearchProblemTest_1519 fit: 34900.0
FibonacciSearchProblemTest_1528 fit: 34900.0
FibonacciSearchProblemTest_1536 fit: 34900.0
FibonacciSearchProblemTest_1546 fit: 100.57426
FibonacciSearchProblemTest_1545 fit: 4600.4307
FibonacciSearchProblemTest_1541 fit: 34900.0
FibonacciSearchProblemTest_1543 fit: 10101.124
FibonacciSearchProblemTest_1564 fit: 10100.564
FibonacciSearchProblemTest_1562 fit: 3.3564355
FibonacciSearchProblemTest_1559 fit: 6.5742574
FibonacciSearchProblemTest_1557 fit: 34900.0
FibonacciSearchProblemTest_1556 fit: 0.9653465
FibonacciSearchProblemTest_1554 fit: 4600.433
FibonacciSearchProblemTest_1553 fit: 3.3564355
FibonacciSearchProblemTest_1547 fit: 103.57611
FibonacciSearchProblemTest_1548 fit: 4600.433
FibonacciSearchProblemTest_1589 fit: 4600.426
FibonacciSearchProblemTest_1587 fit: 10100.072
FibonacciSearchProblemTest_1586 fit: 0.9653465
FibonacciSearchProblemTest_1584 fit: 4600.426
FibonacciSearchProblemTest_1578 fit: 4600.426
FibonacciSearchProblemTest_1573 fit: 100.57426
FibonacciSearchProblemTest_1569 fit: 10101.218
FibonacciSearchProblemTest_1592 fit: 34900.0
FibonacciSearchProblemTest_1594 fit: 34900.0
FibonacciSearchProblemTest_1597 fit: 34900.0
FibonacciSearchProblemTest_1599 fit: 34900.0
FibonacciSearchProblemTest_1601 fit: 34900.0
FibonacciSearchProblemTest_1603 fit: 34900.0
FibonacciSearchProblemTest_1605 fit: 34900.0
FibonacciSearchProblemTest_1606 fit: 34900.0
FibonacciSearchProblemTest_1609 fit: 34900.0
FibonacciSearchProblemTest_1610 fit: 34900.0
FibonacciSearchProblemTest_1621 fit: 0.9653465
FibonacciSearchProblemTest_1618 fit: 4600.426
FibonacciSearchProblemTest_1616 fit: 6.5742574
FibonacciSearchProblemTest_1613 fit: 3.4331684
FibonacciSearchProblemTest_1639 fit: 34900.0
FibonacciSearchProblemTest_1635 fit: 10100.052
FibonacciSearchProblemTest_1627 fit: 34900.0
FibonacciSearchProblemTest_1630 fit: 34900.0
FibonacciSearchProblemTest_1632 fit: 34900.0
FibonacciSearchProblemTest_1633 fit: 34900.0
FibonacciSearchProblemTest_1651 fit: 0.9727723
FibonacciSearchProblemTest_1650 fit: 10101.213
FibonacciSearchProblemTest_1640 fit: 34900.0
FibonacciSearchProblemTest_1642 fit: 34900.0
FibonacciSearchProblemTest_1643 fit: 34900.0
FibonacciSearchProblemTest_1645 fit: 34900.0
FibonacciSearchProblemTest_1647 fit: 34900.0
FibonacciSearchProblemTest_1648 fit: 34900.0
FibonacciSearchProblemTest_1672 fit: 10100.089
FibonacciSearchProblemTest_1669 fit: 3.3564355
FibonacciSearchProblemTest_1667 fit: 6.5742574
FibonacciSearchProblemTest_1663 fit: 0.9653465
FibonacciSearchProblemTest_1661 fit: 3.3564355
FibonacciSearchProblemTest_1659 fit: 10104.948
FibonacciSearchProblemTest_1657 fit: 4600.426
FibonacciSearchProblemTest_1656 fit: 6.5742574
FibonacciSearchProblemTest_1655 fit: 1.0742574
FibonacciSearchProblemTest_1674 fit: 34900.0
FibonacciSearchProblemTest_1676 fit: 34900.0
FibonacciSearchProblemTest_1679 fit: 34900.0
FibonacciSearchProblemTest_1686 fit: 34900.0
FibonacciSearchProblemTest_1688 fit: 34900.0
FibonacciSearchProblemTest_1690 fit: 34900.0
FibonacciSearchProblemTest_1692 fit: 34900.0
FibonacciSearchProblemTest_1695 fit: 34900.0
FibonacciSearchProblemTest_1711 fit: 4600.426
FibonacciSearchProblemTest_1708 fit: 4600.426
FibonacciSearchProblemTest_1706 fit: 6.5742574
FibonacciSearchProblemTest_1703 fit: 4600.4307
FibonacciSearchProblemTest_1702 fit: 34900.0
FibonacciSearchProblemTest_1701 fit: 10000.611
FibonacciSearchProblemTest_1699 fit: 100.57426
FibonacciSearchProblemTest_1697 fit: 10100.705
FibonacciSearchProblemTest_1732 fit: 10100.455
FibonacciSearchProblemTest_1716 fit: 34900.0
FibonacciSearchProblemTest_1719 fit: 34900.0
FibonacciSearchProblemTest_1722 fit: 34900.0
FibonacciSearchProblemTest_1725 fit: 34900.0
FibonacciSearchProblemTest_1727 fit: 34900.0
FibonacciSearchProblemTest_1730 fit: 34900.0
FibonacciSearchProblemTest_1746 fit: 4600.426
FibonacciSearchProblemTest_1734 fit: 34900.0
FibonacciSearchProblemTest_1737 fit: 34900.0
FibonacciSearchProblemTest_1739 fit: 34900.0
FibonacciSearchProblemTest_1741 fit: 34900.0
FibonacciSearchProblemTest_1742 fit: 34900.0
FibonacciSearchProblemTest_1744 fit: 34900.0
FibonacciSearchProblemTest_1768 fit: 10106.703
FibonacciSearchProblemTest_1750 fit: 34900.0
FibonacciSearchProblemTest_1765 fit: 6.5742574
FibonacciSearchProblemTest_1752 fit: 34900.0
FibonacciSearchProblemTest_1760 fit: 34900.0
Generation: 7
FibonacciSearchProblemTest_1795 fit: 0.9653465
FibonacciSearchProblemTest_1802 fit: 0.9653465
FibonacciSearchProblemTest_1798 fit: 3.4331684
FibonacciSearchProblemTest_1797 fit: 6.5742574
FibonacciSearchProblemTest_1794 fit: 4600.426
FibonacciSearchProblemTest_1793 fit: 6.5742574
FibonacciSearchProblemTest_1796 fit: 1.0420792
FibonacciSearchProblemTest_1827 fit: 10100.552
FibonacciSearchProblemTest_1825 fit: 4600.426
FibonacciSearchProblemTest_1823 fit: 4600.426
FibonacciSearchProblemTest_1821 fit: 0.9653465
FibonacciSearchProblemTest_1820 fit: 3.3564355
FibonacciSearchProblemTest_1816 fit: 0.9653465
FibonacciSearchProblemTest_1810 fit: 0.9653465
FibonacciSearchProblemTest_1807 fit: 3.3564355
FibonacciSearchProblemTest_1804 fit: 34900.0
FibonacciSearchProblemTest_1839 fit: 10000.436
FibonacciSearchProblemTest_1838 fit: 4600.426
FibonacciSearchProblemTest_1835 fit: 0.9851485
FibonacciSearchProblemTest_1833 fit: 4600.458
FibonacciSearchProblemTest_1831 fit: 4600.426
FibonacciSearchProblemTest_1828 fit: 34900.0
FibonacciSearchProblemTest_1869 fit: 10100.052
FibonacciSearchProblemTest_1865 fit: 3.3564355
FibonacciSearchProblemTest_1863 fit: 0.9653465
FibonacciSearchProblemTest_1858 fit: 100.57426
FibonacciSearchProblemTest_1856 fit: 100.57426
FibonacciSearchProblemTest_1854 fit: 10100.052
FibonacciSearchProblemTest_1850 fit: 3.3564355
FibonacciSearchProblemTest_1848 fit: 34900.0
FibonacciSearchProblemTest_1846 fit: 6.5742574
FibonacciSearchProblemTest_1844 fit: 1100.5693
FibonacciSearchProblemTest_1893 fit: 0.9653465
FibonacciSearchProblemTest_1891 fit: 0.9653465
FibonacciSearchProblemTest_1871 fit: 34900.0
FibonacciSearchProblemTest_1874 fit: 34900.0
FibonacciSearchProblemTest_1877 fit: 34900.0
FibonacciSearchProblemTest_1881 fit: 34900.0
FibonacciSearchProblemTest_1883 fit: 34900.0
FibonacciSearchProblemTest_1887 fit: 34900.0
FibonacciSearchProblemTest_1912 fit: 10100.614
FibonacciSearchProblemTest_1910 fit: 10100.06
FibonacciSearchProblemTest_1906 fit: 10100.052
FibonacciSearchProblemTest_1903 fit: 100.789604
FibonacciSearchProblemTest_1896 fit: 34900.0
FibonacciSearchProblemTest_1900 fit: 100.57426
FibonacciSearchProblemTest_1899 fit: 34900.0
FibonacciSearchProblemTest_1930 fit: 10100.089
FibonacciSearchProblemTest_1928 fit: 100.4703
FibonacciSearchProblemTest_1925 fit: 10100.532
FibonacciSearchProblemTest_1922 fit: 4600.4185
FibonacciSearchProblemTest_1919 fit: 10100.072
FibonacciSearchProblemTest_1918 fit: 10100.069
FibonacciSearchProblemTest_1917 fit: 0.9653465
FibonacciSearchProblemTest_1915 fit: 4600.426
FibonacciSearchProblemTest_1951 fit: 3.4331684
FibonacciSearchProblemTest_1949 fit: 3.3564355
FibonacciSearchProblemTest_1947 fit: 1100.5693
FibonacciSearchProblemTest_1944 fit: 4600.426
FibonacciSearchProblemTest_1940 fit: 3.3564355
FibonacciSearchProblemTest_1938 fit: 4600.426
FibonacciSearchProblemTest_1936 fit: 10000.436
FibonacciSearchProblemTest_1934 fit: 3.3539605
FibonacciSearchProblemTest_1971 fit: 10100.582
FibonacciSearchProblemTest_1968 fit: 10100.547
FibonacciSearchProblemTest_1966 fit: 4600.4404
FibonacciSearchProblemTest_1964 fit: 5300.4233
FibonacciSearchProblemTest_1958 fit: 34900.0
FibonacciSearchProblemTest_1956 fit: 34900.0
FibonacciSearchProblemTest_1952 fit: 34900.0
FibonacciSearchProblemTest_1954 fit: 34900.0
FibonacciSearchProblemTest_1995 fit: 34900.0
FibonacciSearchProblemTest_1992 fit: 34900.0
FibonacciSearchProblemTest_1984 fit: 100.57426
FibonacciSearchProblemTest_1983 fit: 0.9653465
FibonacciSearchProblemTest_1981 fit: 100.542076
FibonacciSearchProblemTest_1979 fit: 0.9653465
FibonacciSearchProblemTest_1977 fit: 3.34901
FibonacciSearchProblemTest_1973 fit: 34900.0
FibonacciSearchProblemTest_1975 fit: 10000.436
FibonacciSearchProblemTest_2016 fit: 10000.436
FibonacciSearchProblemTest_2014 fit: 34900.0
FibonacciSearchProblemTest_2008 fit: 34900.0
FibonacciSearchProblemTest_2004 fit: 100.57426
FibonacciSearchProblemTest_2002 fit: 10103.389
FibonacciSearchProblemTest_1999 fit: 34900.0
FibonacciSearchProblemTest_1998 fit: 6500.4404
FibonacciSearchProblemTest_2032 fit: 0.9653465
FibonacciSearchProblemTest_2030 fit: 6.5742574
FibonacciSearchProblemTest_2028 fit: 4600.426
FibonacciSearchProblemTest_2026 fit: 0.9653465
FibonacciSearchProblemTest_2025 fit: 4600.426
FibonacciSearchProblemTest_2020 fit: 4600.426
FibonacciSearchProblemTest_2018 fit: 3.3564355
FibonacciSearchProblemTest_2049 fit: 4600.426
FibonacciSearchProblemTest_2047 fit: 10100.557
FibonacciSearchProblemTest_2046 fit: 0.9653465
FibonacciSearchProblemTest_2045 fit: 34900.0
FibonacciSearchProblemTest_2043 fit: 10100.089
FibonacciSearchProblemTest_2041 fit: 10101.188
Generation: 8
FibonacciSearchProblemTest_2077 fit: 34900.0
FibonacciSearchProblemTest_2089 fit: 10101.163
FibonacciSearchProblemTest_2088 fit: 34900.0
FibonacciSearchProblemTest_2087 fit: 10100.99
FibonacciSearchProblemTest_2080 fit: 4600.4185
FibonacciSearchProblemTest_2085 fit: 0.9653465
FibonacciSearchProblemTest_2086 fit: 100.4703
FibonacciSearchProblemTest_2107 fit: 10000.436
FibonacciSearchProblemTest_2106 fit: 0.9653465
FibonacciSearchProblemTest_2105 fit: 10100.052
FibonacciSearchProblemTest_2102 fit: 10101.237
FibonacciSearchProblemTest_2100 fit: 10100.589
FibonacciSearchProblemTest_2098 fit: 3.3564355
FibonacciSearchProblemTest_2122 fit: 34900.0
FibonacciSearchProblemTest_2095 fit: 0.9653465
FibonacciSearchProblemTest_2093 fit: 10000.611
FibonacciSearchProblemTest_2091 fit: 34900.0
FibonacciSearchProblemTest_2125 fit: 0.9653465
FibonacciSearchProblemTest_2121 fit: 10100.552
FibonacciSearchProblemTest_2120 fit: 3.84901
FibonacciSearchProblemTest_2117 fit: 10100.052
FibonacciSearchProblemTest_2115 fit: 4600.426
FibonacciSearchProblemTest_2112 fit: 3.3564355
FibonacciSearchProblemTest_2110 fit: 10100.052
FibonacciSearchProblemTest_2149 fit: 6500.4404
FibonacciSearchProblemTest_2146 fit: 0.9653465
FibonacciSearchProblemTest_2141 fit: 100.57426
FibonacciSearchProblemTest_2139 fit: 0.9653465
FibonacciSearchProblemTest_2137 fit: 0.9653465
FibonacciSearchProblemTest_2134 fit: 3.34901
FibonacciSearchProblemTest_2132 fit: 6.5742574
FibonacciSearchProblemTest_2130 fit: 0.9653465
FibonacciSearchProblemTest_2176 fit: 10000.436
FibonacciSearchProblemTest_2174 fit: 0.9653465
FibonacciSearchProblemTest_2171 fit: 0.9653465
FibonacciSearchProblemTest_2166 fit: 10000.611
FibonacciSearchProblemTest_2164 fit: 10101.213
FibonacciSearchProblemTest_2161 fit: 6500.4404
FibonacciSearchProblemTest_2159 fit: 0.9653465
FibonacciSearchProblemTest_2158 fit: 0.9653465
FibonacciSearchProblemTest_2154 fit: 34900.0
FibonacciSearchProblemTest_2156 fit: 34900.0
FibonacciSearchProblemTest_2200 fit: 3.3564355
FibonacciSearchProblemTest_2195 fit: 6500.4404
FibonacciSearchProblemTest_2192 fit: 100.46782
FibonacciSearchProblemTest_2190 fit: 0.9653465
FibonacciSearchProblemTest_2187 fit: 4600.426
FibonacciSearchProblemTest_2184 fit: 10100.624
FibonacciSearchProblemTest_2177 fit: 34900.0
FibonacciSearchProblemTest_2179 fit: 100.4703
FibonacciSearchProblemTest_2213 fit: 3.3564355
FibonacciSearchProblemTest_2212 fit: 4600.4556
FibonacciSearchProblemTest_2208 fit: 3.3564355
FibonacciSearchProblemTest_2204 fit: 0.9653465
FibonacciSearchProblemTest_2203 fit: 34900.0
FibonacciSearchProblemTest_2230 fit: 9800.966
FibonacciSearchProblemTest_2229 fit: 3.3564355
FibonacciSearchProblemTest_2227 fit: 3.3564355
FibonacciSearchProblemTest_2224 fit: 10000.436
FibonacciSearchProblemTest_2222 fit: 10000.436
FibonacciSearchProblemTest_2220 fit: 10000.611
FibonacciSearchProblemTest_2216 fit: 34900.0
FibonacciSearchProblemTest_2243 fit: 6.5742574
FibonacciSearchProblemTest_2240 fit: 6.5742574
FibonacciSearchProblemTest_2238 fit: 3.3564355
FibonacciSearchProblemTest_2236 fit: 10000.436
FibonacciSearchProblemTest_2232 fit: 100.57426
FibonacciSearchProblemTest_2256 fit: 0.9653465
FibonacciSearchProblemTest_2255 fit: 6500.4404
FibonacciSearchProblemTest_2254 fit: 3.3564355
FibonacciSearchProblemTest_2252 fit: 10100.136
FibonacciSearchProblemTest_2248 fit: 0.9653465
FibonacciSearchProblemTest_2247 fit: 4600.426
FibonacciSearchProblemTest_2244 fit: 34900.0
FibonacciSearchProblemTest_2275 fit: 10000.436
FibonacciSearchProblemTest_2272 fit: 6.5742574
FibonacciSearchProblemTest_2271 fit: 300.4381
FibonacciSearchProblemTest_2270 fit: 1100.5693
FibonacciSearchProblemTest_2268 fit: 1100.5693
FibonacciSearchProblemTest_2266 fit: 1100.5693
FibonacciSearchProblemTest_2261 fit: 34900.0
FibonacciSearchProblemTest_2259 fit: 3.3564355
FibonacciSearchProblemTest_2295 fit: 6500.4404
FibonacciSearchProblemTest_2290 fit: 3.3514853
FibonacciSearchProblemTest_2288 fit: 6500.4404
FibonacciSearchProblemTest_2286 fit: 100.47525
FibonacciSearchProblemTest_2284 fit: 100.57426
FibonacciSearchProblemTest_2282 fit: 6.5742574
FibonacciSearchProblemTest_2280 fit: 10000.611
FibonacciSearchProblemTest_2278 fit: 10106.755
FibonacciSearchProblemTest_2315 fit: 34900.0
FibonacciSearchProblemTest_2314 fit: 3.3564355
FibonacciSearchProblemTest_2311 fit: 6.5742574
FibonacciSearchProblemTest_2308 fit: 100.57426
FibonacciSearchProblemTest_2304 fit: 4600.426
FibonacciSearchProblemTest_2301 fit: 6.5742574
FibonacciSearchProblemTest_2296 fit: 100.57426
FibonacciSearchProblemTest_2334 fit: 10106.732
FibonacciSearchProblemTest_2333 fit: 6.5742574
FibonacciSearchProblemTest_2326 fit: 6.5742574
Generation: 9
FibonacciSearchProblemTest_2364 fit: 6.5742574
FibonacciSearchProblemTest_2376 fit: 3.84901
FibonacciSearchProblemTest_2375 fit: 1100.3986
FibonacciSearchProblemTest_2373 fit: 100.57426
FibonacciSearchProblemTest_2371 fit: 1100.5693
FibonacciSearchProblemTest_2360 fit: 10100.072
FibonacciSearchProblemTest_2365 fit: 10100.532
FibonacciSearchProblemTest_2366 fit: 100.4703
FibonacciSearchProblemTest_2367 fit: 10006.579
FibonacciSearchProblemTest_2396 fit: 1100.5693
FibonacciSearchProblemTest_2393 fit: 34900.0
FibonacciSearchProblemTest_2391 fit: 0.9653465
FibonacciSearchProblemTest_2389 fit: 3.84901
FibonacciSearchProblemTest_2388 fit: 6.5742574
FibonacciSearchProblemTest_2386 fit: 6.5742574
FibonacciSearchProblemTest_2384 fit: 10104.79
FibonacciSearchProblemTest_2380 fit: 100.542076
FibonacciSearchProblemTest_2378 fit: 10104.79
FibonacciSearchProblemTest_2416 fit: 34900.0
FibonacciSearchProblemTest_2414 fit: 9901.0
FibonacciSearchProblemTest_2412 fit: 100.57426
FibonacciSearchProblemTest_2409 fit: 3.34901
FibonacciSearchProblemTest_2407 fit: 3.3564355
FibonacciSearchProblemTest_2404 fit: 10100.052
FibonacciSearchProblemTest_2402 fit: 100.542076
FibonacciSearchProblemTest_2401 fit: 100.57426
FibonacciSearchProblemTest_2399 fit: 34900.0
FibonacciSearchProblemTest_2431 fit: 1100.5693
FibonacciSearchProblemTest_2428 fit: 3.34901
FibonacciSearchProblemTest_2427 fit: 100.47525
FibonacciSearchProblemTest_2425 fit: 34900.0
FibonacciSearchProblemTest_2419 fit: 34900.0
FibonacciSearchProblemTest_2422 fit: 3.3539605
FibonacciSearchProblemTest_2420 fit: 34900.0
FibonacciSearchProblemTest_2446 fit: 103.846535
FibonacciSearchProblemTest_2443 fit: 6.5742574
FibonacciSearchProblemTest_2442 fit: 10100.532
FibonacciSearchProblemTest_2437 fit: 3.34901
FibonacciSearchProblemTest_2436 fit: 10100.186
FibonacciSearchProblemTest_2434 fit: 5300.4233
FibonacciSearchProblemTest_2459 fit: 6500.4404
FibonacciSearchProblemTest_2458 fit: 10000.436
FibonacciSearchProblemTest_2455 fit: 3.34901
FibonacciSearchProblemTest_2454 fit: 3.34901
FibonacciSearchProblemTest_2451 fit: 10100.532
FibonacciSearchProblemTest_2450 fit: 10000.436
FibonacciSearchProblemTest_2448 fit: 3.34901
FibonacciSearchProblemTest_2478 fit: 10100.052
FibonacciSearchProblemTest_2476 fit: 103.57611
FibonacciSearchProblemTest_2475 fit: 6.5742574
FibonacciSearchProblemTest_2473 fit: 100.4703
FibonacciSearchProblemTest_2471 fit: 1100.5693
FibonacciSearchProblemTest_2469 fit: 3.34901
FibonacciSearchProblemTest_2466 fit: 6500.4404
FibonacciSearchProblemTest_2464 fit: 10100.052
FibonacciSearchProblemTest_2499 fit: 34900.0
FibonacciSearchProblemTest_2463 fit: 10106.703
FibonacciSearchProblemTest_2498 fit: 6.5742574
FibonacciSearchProblemTest_2493 fit: 0.9579208
FibonacciSearchProblemTest_2485 fit: 10101.139
FibonacciSearchProblemTest_2482 fit: 10000.436
FibonacciSearchProblemTest_2481 fit: 34900.0
FibonacciSearchProblemTest_2517 fit: 0.9653465
FibonacciSearchProblemTest_2516 fit: 3.3564355
FibonacciSearchProblemTest_2513 fit: 3.3564355
FibonacciSearchProblemTest_2512 fit: 6.5742574
FibonacciSearchProblemTest_2511 fit: 0.9653465
FibonacciSearchProblemTest_2509 fit: 3600.4727
FibonacciSearchProblemTest_2507 fit: 1100.5693
FibonacciSearchProblemTest_2505 fit: 3.34901
FibonacciSearchProblemTest_2504 fit: 19903.37
FibonacciSearchProblemTest_2520 fit: 34900.0
FibonacciSearchProblemTest_2522 fit: 34900.0
FibonacciSearchProblemTest_2525 fit: 34900.0
FibonacciSearchProblemTest_2528 fit: 34900.0
FibonacciSearchProblemTest_2530 fit: 34900.0
FibonacciSearchProblemTest_2532 fit: 34900.0
FibonacciSearchProblemTest_2550 fit: 6500.4404
FibonacciSearchProblemTest_2547 fit: 100.571785
FibonacciSearchProblemTest_2536 fit: 34900.0
FibonacciSearchProblemTest_2545 fit: 1100.5693
FibonacciSearchProblemTest_2537 fit: 34900.0
FibonacciSearchProblemTest_2543 fit: 100.4703
FibonacciSearchProblemTest_2540 fit: 34900.0
FibonacciSearchProblemTest_2570 fit: 100.4703
FibonacciSearchProblemTest_2552 fit: 34900.0
FibonacciSearchProblemTest_2554 fit: 34900.0
FibonacciSearchProblemTest_2556 fit: 34900.0
FibonacciSearchProblemTest_2557 fit: 34900.0
FibonacciSearchProblemTest_2561 fit: 34900.0
FibonacciSearchProblemTest_2562 fit: 34900.0
FibonacciSearchProblemTest_2564 fit: 34900.0
FibonacciSearchProblemTest_2569 fit: 34900.0
FibonacciSearchProblemTest_2590 fit: 0.9653465
FibonacciSearchProblemTest_2572 fit: 34900.0
FibonacciSearchProblemTest_2588 fit: 6500.4404
FibonacciSearchProblemTest_2574 fit: 34900.0
FibonacciSearchProblemTest_2584 fit: 9901.0
FibonacciSearchProblemTest_2582 fit: 4600.426
FibonacciSearchProblemTest_2581 fit: 4600.4185
Generation: 10
FibonacciSearchProblemTest_2632 fit: 100.542076
FibonacciSearchProblemTest_2630 fit: 100.46782
FibonacciSearchProblemTest_2620 fit: 10101.139
FibonacciSearchProblemTest_2629 fit: 0.9653465
FibonacciSearchProblemTest_2621 fit: 103.846535
FibonacciSearchProblemTest_2619 fit: 4600.4185
FibonacciSearchProblemTest_2625 fit: 3.34901
FibonacciSearchProblemTest_2624 fit: 4600.4185
FibonacciSearchProblemTest_2650 fit: 0.9653465
FibonacciSearchProblemTest_2633 fit: 34900.0
FibonacciSearchProblemTest_2638 fit: 34900.0
FibonacciSearchProblemTest_2641 fit: 34900.0
FibonacciSearchProblemTest_2642 fit: 34900.0
FibonacciSearchProblemTest_2644 fit: 34900.0
FibonacciSearchProblemTest_2645 fit: 34900.0
FibonacciSearchProblemTest_2648 fit: 34900.0
FibonacciSearchProblemTest_2667 fit: 3.34901
FibonacciSearchProblemTest_2652 fit: 34900.0
FibonacciSearchProblemTest_2654 fit: 34900.0
FibonacciSearchProblemTest_2664 fit: 34900.0
FibonacciSearchProblemTest_2660 fit: 9901.0
FibonacciSearchProblemTest_2659 fit: 6500.4404
FibonacciSearchProblemTest_2656 fit: 4600.4185
FibonacciSearchProblemTest_2686 fit: 10106.732
FibonacciSearchProblemTest_2682 fit: 103.846535
FibonacciSearchProblemTest_2680 fit: 6.5742574
FibonacciSearchProblemTest_2670 fit: 34900.0
FibonacciSearchProblemTest_2672 fit: 34900.0
FibonacciSearchProblemTest_2675 fit: 34900.0
FibonacciSearchProblemTest_2674 fit: 34900.0
FibonacciSearchProblemTest_2677 fit: 34900.0
FibonacciSearchProblemTest_2678 fit: 34900.0
FibonacciSearchProblemTest_2701 fit: 4500.537
FibonacciSearchProblemTest_2699 fit: 10000.611
FibonacciSearchProblemTest_2696 fit: 6500.4404
FibonacciSearchProblemTest_2688 fit: 34900.0
FibonacciSearchProblemTest_2690 fit: 34900.0
FibonacciSearchProblemTest_2692 fit: 6.5742574
FibonacciSearchProblemTest_2723 fit: 0.9579208
FibonacciSearchProblemTest_2720 fit: 6.5742574
FibonacciSearchProblemTest_2719 fit: 300.4381
FibonacciSearchProblemTest_2718 fit: 6.5742574
FibonacciSearchProblemTest_2711 fit: 10300.438
FibonacciSearchProblemTest_2709 fit: 3.84901
FibonacciSearchProblemTest_2706 fit: 100.46782
FibonacciSearchProblemTest_2703 fit: 100.57426
FibonacciSearchProblemTest_2725 fit: 34900.0
FibonacciSearchProblemTest_2730 fit: 34900.0
FibonacciSearchProblemTest_2732 fit: 34900.0
FibonacciSearchProblemTest_2735 fit: 34900.0
FibonacciSearchProblemTest_2736 fit: 34900.0
FibonacciSearchProblemTest_2740 fit: 34900.0
FibonacciSearchProblemTest_2758 fit: 0.9653465
FibonacciSearchProblemTest_2743 fit: 34900.0
FibonacciSearchProblemTest_2757 fit: 1100.5693
FibonacciSearchProblemTest_2744 fit: 34900.0
FibonacciSearchProblemTest_2754 fit: 4600.426
FibonacciSearchProblemTest_2751 fit: 10100.072
FibonacciSearchProblemTest_2746 fit: 34900.0
FibonacciSearchProblemTest_2748 fit: 34900.0
FibonacciSearchProblemTest_2750 fit: 34900.0
FibonacciSearchProblemTest_2774 fit: 9800.966
FibonacciSearchProblemTest_2771 fit: 300.4381
FibonacciSearchProblemTest_2768 fit: 9900.129
FibonacciSearchProblemTest_2766 fit: 9800.966
FibonacciSearchProblemTest_2761 fit: 34900.0
FibonacciSearchProblemTest_2764 fit: 6.5742574
FibonacciSearchProblemTest_2793 fit: 100.571785
FibonacciSearchProblemTest_2791 fit: 10100.609
FibonacciSearchProblemTest_2789 fit: 0.9579208
FibonacciSearchProblemTest_2788 fit: 0.9653465
FibonacciSearchProblemTest_2786 fit: 10100.532
FibonacciSearchProblemTest_2783 fit: 100.46782
FibonacciSearchProblemTest_2779 fit: 10104.79
FibonacciSearchProblemTest_2778 fit: 5300.4233
FibonacciSearchProblemTest_2776 fit: 34900.0
